x,y,z,diam
3.479999923706054688e+01,-6.300000381469726562e+01,6.580000305175781250e+01,5.000000000000000000e-01
3.679999923706054688e+01,-6.639999389648437500e+01,6.759999847412109375e+01,1.500000000000000000e+00
3.800000000000000000e+01,-6.769999694824218750e+01,7.100000000000000000e+01,1.500000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,-6.769999694824218750e+01,7.100000000000000000e+01,1.500000000000000000e+00
3.900000000000000000e+01,-6.719999694824218750e+01,7.180000305175781250e+01,5.000000000000000000e-01
4.000000000000000000e+01,-6.539999389648437500e+01,7.359999847412109375e+01,1.000000000000000000e+00
4.200000000000000000e+01,-6.500000000000000000e+01,7.680000305175781250e+01,1.500000000000000000e+00
4.279999923706054688e+01,-6.500000000000000000e+01,8.230000305175781250e+01,1.000000000000000000e+00
4.350000000000000000e+01,-6.439999389648437500e+01,8.480000305175781250e+01,1.000000000000000000e+00
4.450000000000000000e+01,-6.500000000000000000e+01,9.030000305175781250e+01,1.500000000000000000e+00
4.420000076293945312e+01,-6.439999389648437500e+01,9.330000305175781250e+01,5.000000000000000000e-01
4.220000076293945312e+01,-6.800000000000000000e+01,9.600000000000000000e+01,1.000000000000000000e+00
3.950000000000000000e+01,-6.839999389648437500e+01,1.013000030517578125e+02,1.000000000000000000e+00
3.820000076293945312e+01,-6.739999389648437500e+01,1.033000030517578125e+02,5.000000000000000000e-01
3.620000076293945312e+01,-6.669999694824218750e+01,1.063000030517578125e+02,1.000000000000000000e+00
3.520000076293945312e+01,-6.700000000000000000e+01,1.126000061035156250e+02,1.000000000000000000e+00
3.420000076293945312e+01,-6.519999694824218750e+01,1.160000000000000000e+02,5.000000000000000000e-01
3.320000076293945312e+01,-6.269999694824218750e+01,1.183000030517578125e+02,1.000000000000000000e+00
3.220000076293945312e+01,-6.269999694824218750e+01,1.210000000000000000e+02,5.000000000000000000e-01
2.979999923706054688e+01,-6.239999389648437500e+01,1.228000030517578125e+02,5.000000000000000000e-01
2.650000000000000000e+01,-6.300000000000000000e+01,1.256000061035156250e+02,3.000000119209289551e-01
2.579999923706054688e+01,-6.619999694824218750e+01,1.276000061035156250e+02,5.000000000000000000e-01
2.700000000000000000e+01,-7.019999694824218750e+01,1.323000030517578125e+02,3.000000119209289551e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.800000000000000000e+01,-6.769999694824218750e+01,7.100000000000000000e+01,1.500000000000000000e+00
3.850000000000000000e+01,-6.800000000000000000e+01,7.280000305175781250e+01,5.000000000000000000e-01
3.879999923706054688e+01,-7.000000000000000000e+01,7.230000305175781250e+01,3.000000119209289551e-01
4.000000000000000000e+01,-7.319999694824218750e+01,7.359999847412109375e+01,3.000000119209289551e-01
4.150000000000000000e+01,-7.500000000000000000e+01,7.630000305175781250e+01,1.000000000000000000e+00
4.420000076293945312e+01,-7.639999389648437500e+01,7.830000305175781250e+01,1.299999952316284180e+00
4.720000076293945312e+01,-7.919999694824218750e+01,8.000000000000000000e+01,1.000000000000000000e+00
4.900000000000000000e+01,-8.069999694824218750e+01,8.130000305175781250e+01,1.000000000000000000e+00
5.200000000000000000e+01,-8.239999389648437500e+01,8.300000000000000000e+01,5.000000000000000000e-01
5.479999923706054688e+01,-8.239999389648437500e+01,8.500000000000000000e+01,5.000000000000000000e-01
5.950000000000000000e+01,-8.400000000000000000e+01,8.680000305175781250e+01,1.299999952316284180e+00
6.350000000000000000e+01,-8.500000000000000000e+01,9.030000305175781250e+01,5.000000000000000000e-01
6.650000000000000000e+01,-8.639999389648437500e+01,9.280000305175781250e+01,1.000000000000000000e+00
6.819999694824218750e+01,-8.800000000000000000e+01,9.180000305175781250e+01,5.000000000000000000e-01
7.319999694824218750e+01,-8.900000000000000000e+01,9.400000000000000000e+01,1.000000000000000000e+00
7.680000305175781250e+01,-9.000000000000000000e+01,9.600000000000000000e+01,5.000000000000000000e-01
7.900000000000000000e+01,-9.219999694824218750e+01,9.680000305175781250e+01,5.000000000000000000e-01
8.080000305175781250e+01,-9.400000000000000000e+01,9.830000305175781250e+01,1.000000000000000000e+00
8.519999694824218750e+01,-9.419999694824218750e+01,1.008000030517578125e+02,3.000000119209289551e-01
8.850000000000000000e+01,-9.500000000000000000e+01,1.033000030517578125e+02,5.000000000000000000e-01
9.100000000000000000e+01,-9.639999389648437500e+01,1.056000061035156250e+02,5.000000000000000000e-01
9.380000305175781250e+01,-9.819999694824218750e+01,1.088000030517578125e+02,5.000000000000000000e-01
9.719999694824218750e+01,-9.939999389648437500e+01,1.088000030517578125e+02,1.000000000000000000e+00
9.950000000000000000e+01,-1.000000000000000000e+02,1.093000030517578125e+02,1.000000000000000000e+00
1.008000030517578125e+02,-1.016999969482421875e+02,1.100000000000000000e+02,5.000000000000000000e-01
1.045000000000000000e+02,-1.023999938964843750e+02,1.110000000000000000e+02,1.000000000000000000e+00
1.091999969482421875e+02,-1.021999969482421875e+02,1.120000000000000000e+02,1.000000000000000000e+00
1.130000000000000000e+02,-1.010000000000000000e+02,1.136000061035156250e+02,1.000000000000000000e+00
1.148000030517578125e+02,-9.939999389648437500e+01,1.160000000000000000e+02,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.750000000000000000e+01,-1.670000076293945312e+01,5.300000190734863281e+00,2.500000000000000000e+00
1.679999923706054688e+01,-1.800000000000000000e+01,6.800000190734863281e+00,2.000000000000000000e+00
1.620000076293945312e+01,-2.070000076293945312e+01,7.300000190734863281e+00,1.000000000000000000e+00
1.579999923706054688e+01,-2.470000076293945312e+01,8.300000190734863281e+00,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.579999923706054688e+01,-2.470000076293945312e+01,8.300000190734863281e+00,1.000000000000000000e+00
1.679999923706054688e+01,-2.570000076293945312e+01,8.300000190734863281e+00,1.000000000000000000e+00
1.650000000000000000e+01,-2.820000076293945312e+01,8.600000381469726562e+00,1.500000000000000000e+00
1.620000076293945312e+01,-3.070000076293945312e+01,8.300000190734863281e+00,3.000000119209289551e-01
1.600000000000000000e+01,-3.370000076293945312e+01,7.800000190734863281e+00,5.000000000000000000e-01
1.550000000000000000e+01,-3.620000076293945312e+01,6.800000190734863281e+00,5.000000000000000000e-01
1.550000000000000000e+01,-4.020000076293945312e+01,5.300000190734863281e+00,5.000000000000000000e-01
1.550000000000000000e+01,-4.420000076293945312e+01,4.800000190734863281e+00,5.000000000000000000e-01
1.479999923706054688e+01,-4.920000076293945312e+01,3.300000190734863281e+00,1.000000000000000000e+00
1.600000000000000000e+01,-5.370000076293945312e+01,1.800000190734863281e+00,5.000000000000000000e-01
1.579999923706054688e+01,-5.620000076293945312e+01,-1.999998092651367188e-01,1.000000000000000000e+00
1.700000000000000000e+01,-6.020000076293945312e+01,-2.999999046325683594e+00,1.500000000000000000e+00
1.800000000000000000e+01,-6.400000000000000000e+01,-5.400000572204589844e+00,1.500000000000000000e+00
1.820000076293945312e+01,-6.769999694824218750e+01,-7.400000572204589844e+00,5.000000000000000000e-01
2.179999923706054688e+01,-7.400000000000000000e+01,-1.099999904632568359e+01,1.500000000000000000e+00
2.479999923706054688e+01,-8.069999694824218750e+01,-1.319999980926513672e+01,1.000000000000000000e+00
2.550000000000000000e+01,-8.719999694824218750e+01,-1.399999904632568359e+01,1.500000000000000000e+00
2.720000076293945312e+01,-9.419999694824218750e+01,-1.340000057220458984e+01,2.299999952316284180e+00
3.050000000000000000e+01,-1.013999938964843750e+02,-1.219999980926513672e+01,1.000000000000000000e+00
3.150000000000000000e+01,-1.063999938964843750e+02,-1.140000057220458984e+01,1.000000000000000000e+00
3.320000076293945312e+01,-1.090000000000000000e+02,-1.140000057220458984e+01,5.000000000000000000e-01
3.600000000000000000e+01,-1.131999969482421875e+02,-8.400000572204589844e+00,1.500000000000000000e+00
3.750000000000000000e+01,-1.151999969482421875e+02,-7.699999809265136719e+00,2.000000000000000000e+00
3.950000000000000000e+01,-1.170000000000000000e+02,-5.699999809265136719e+00,1.000000000000000000e+00
4.300000000000000000e+01,-1.221999969482421875e+02,-4.999999046325683594e+00,5.000000000000000000e-01
4.700000000000000000e+01,-1.270000000000000000e+02,-3.999999046325683594e+00,1.000000000000000000e+00
4.800000000000000000e+01,-1.300000000000000000e+02,-3.400000572204589844e+00,3.000000119209289551e-01
4.979999923706054688e+01,-1.353999938964843750e+02,-2.400000572204589844e+00,1.000000000000000000e+00
5.020000076293945312e+01,-1.390000000000000000e+02,-2.199999809265136719e+00,3.000000119209289551e-01
5.020000076293945312e+01,-1.403999938964843750e+02,-1.000000000000000000e+00,5.000000000000000000e-01
5.100000000000000000e+01,-1.430000000000000000e+02,3.000001907348632812e-01,1.000000000000000000e+00
5.279999923706054688e+01,-1.500000000000000000e+02,2.600000381469726562e+00,1.000000000000000000e+00
5.320000076293945312e+01,-1.531999969482421875e+02,4.300000190734863281e+00,5.000000000000000000e-01
5.400000000000000000e+01,-1.556999969482421875e+02,4.300000190734863281e+00,1.000000000000000000e+00
5.420000076293945312e+01,-1.601999969482421875e+02,7.300000190734863281e+00,1.000000000000000000e+00
5.479999923706054688e+01,-1.636999969482421875e+02,8.600000381469726562e+00,1.000000000000000000e+00
5.620000076293945312e+01,-1.701999969482421875e+02,8.800000190734863281e+00,5.000000000000000000e-01
5.979999923706054688e+01,-1.730000000000000000e+02,8.000000000000000000e+00,3.000000119209289551e-01
6.150000000000000000e+01,-1.770000000000000000e+02,9.300000190734863281e+00,3.000000119209289551e-01
6.400000000000000000e+01,-1.806999969482421875e+02,1.000000000000000000e+01,1.000000000000000000e+00
6.900000000000000000e+01,-1.846999969482421875e+02,1.100000000000000000e+01,5.000000000000000000e-01
7.119999694824218750e+01,-1.886999969482421875e+02,1.160000038146972656e+01,3.000000119209289551e-01
7.380000305175781250e+01,-1.930000000000000000e+02,1.260000038146972656e+01,1.000000000000000000e+00
7.619999694824218750e+01,-1.963999938964843750e+02,1.330000019073486328e+01,1.000000000000000000e+00
8.050000000000000000e+01,-2.011999969482421875e+02,1.230000019073486328e+01,5.000000000000000000e-01
8.400000000000000000e+01,-2.066999969482421875e+02,1.360000038146972656e+01,3.000000119209289551e-01
8.880000305175781250e+01,-2.120000000000000000e+02,1.460000038146972656e+01,5.000000000000000000e-01
9.300000000000000000e+01,-2.166999969482421875e+02,1.400000000000000000e+01,3.000000119209289551e-01
9.719999694824218750e+01,-2.196999969482421875e+02,1.400000000000000000e+01,1.000000000000000000e+00
1.000000000000000000e+02,-2.230000000000000000e+02,1.460000038146972656e+01,5.000000000000000000e-01
1.030000000000000000e+02,-2.270000000000000000e+02,1.500000000000000000e+01,3.000000119209289551e-01
1.060000000000000000e+02,-2.291999969482421875e+02,1.560000038146972656e+01,1.000000000000000000e+00
1.111999969482421875e+02,-2.330000000000000000e+02,1.860000038146972656e+01,3.000000119209289551e-01
1.111999969482421875e+02,-2.330000000000000000e+02,1.860000038146972656e+01,3.000000119209289551e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.579999923706054688e+01,-2.470000076293945312e+01,8.300000190734863281e+00,1.000000000000000000e+00
1.500000000000000000e+01,-2.520000076293945312e+01,9.000000000000000000e+00,1.000000000000000000e+00
1.450000000000000000e+01,-2.700000000000000000e+01,9.800000190734863281e+00,5.000000000000000000e-01
1.350000000000000000e+01,-3.140000152587890625e+01,1.080000019073486328e+01,1.299999952316284180e+00
1.180000305175781250e+01,-3.470000076293945312e+01,1.280000019073486328e+01,1.000000000000000000e+00
1.080000305175781250e+01,-3.770000076293945312e+01,1.360000038146972656e+01,1.000000000000000000e+00
1.019999694824218750e+01,-4.020000076293945312e+01,1.460000038146972656e+01,1.000000000000000000e+00
1.019999694824218750e+01,-4.320000076293945312e+01,1.400000000000000000e+01,3.000000119209289551e-01
8.000000000000000000e+00,-4.770000076293945312e+01,1.460000038146972656e+01,1.700000047683715820e+00
6.199996948242187500e+00,-5.200000000000000000e+01,1.460000038146972656e+01,3.000000119209289551e-01
4.199996948242187500e+00,-5.620000076293945312e+01,1.580000019073486328e+01,1.000000000000000000e+00
2.500000000000000000e+00,-6.070000076293945312e+01,1.580000019073486328e+01,1.700000047683715820e+00
1.500000000000000000e+00,-6.370000076293945312e+01,1.729999923706054688e+01,1.500000000000000000e+00
-1.000000000000000000e+00,-6.639999389648437500e+01,1.929999923706054688e+01,5.000000000000000000e-01
-1.199996948242187500e+00,-6.700000000000000000e+01,2.029999923706054688e+01,1.500000000000000000e+00
-5.000000000000000000e+00,-7.100000000000000000e+01,2.229999923706054688e+01,1.299999952316284180e+00
-7.800003051757812500e+00,-7.369999694824218750e+01,2.429999923706054688e+01,1.299999952316284180e+00
-1.100000000000000000e+01,-7.569999694824218750e+01,2.529999923706054688e+01,1.700000047683715820e+00
-1.300000000000000000e+01,-7.769999694824218750e+01,2.560000038146972656e+01,1.000000000000000000e+00
-1.600000000000000000e+01,-8.100000000000000000e+01,2.879999923706054688e+01,5.000000000000000000e-01
-1.850000000000000000e+01,-8.369999694824218750e+01,3.159999847412109375e+01,1.500000000000000000e+00
-1.950000000000000000e+01,-8.539999389648437500e+01,3.400000000000000000e+01,1.299999952316284180e+00
-2.119999694824218750e+01,-8.639999389648437500e+01,3.600000000000000000e+01,1.000000000000000000e+00
-2.419999694824218750e+01,-8.839999389648437500e+01,3.859999847412109375e+01,1.000000000000000000e+00
-2.650000000000000000e+01,-8.839999389648437500e+01,4.500000000000000000e+01,1.299999952316284180e+00
-3.080000305175781250e+01,-8.969999694824218750e+01,5.129999923706054688e+01,5.000000000000000000e-01
-3.450000000000000000e+01,-9.200000000000000000e+01,5.400000000000000000e+01,1.299999952316284180e+00
-3.680000305175781250e+01,-9.319999694824218750e+01,6.100000000000000000e+01,3.000000119209289551e-01
-3.900000000000000000e+01,-9.419999694824218750e+01,6.229999923706054688e+01,5.000000000000000000e-01
-4.300000000000000000e+01,-9.439999389648437500e+01,6.430000305175781250e+01,5.000000000000000000e-01
-4.919999694824218750e+01,-9.500000000000000000e+01,6.730000305175781250e+01,5.000000000000000000e-01
-5.780000305175781250e+01,-9.500000000000000000e+01,6.959999847412109375e+01,5.000000000000000000e-01
-6.319999694824218750e+01,-9.500000000000000000e+01,7.000000000000000000e+01,1.000000000000000000e+00
-6.800000000000000000e+01,-9.539999389648437500e+01,7.130000305175781250e+01,5.000000000000000000e-01
-7.300000000000000000e+01,-9.700000000000000000e+01,7.300000000000000000e+01,5.000000000000000000e-01
-7.880000305175781250e+01,-1.003999938964843750e+02,7.680000305175781250e+01,5.000000000000000000e-01
-8.219999694824218750e+01,-1.023999938964843750e+02,7.930000305175781250e+01,5.000000000000000000e-01
-8.319999694824218750e+01,-1.030000000000000000e+02,8.200000000000000000e+01,5.000000000000000000e-01
-8.380000305175781250e+01,-1.073999938964843750e+02,8.430000305175781250e+01,5.000000000000000000e-01
-8.300000000000000000e+01,-1.096999969482421875e+02,8.560000610351562500e+01,5.000000000000000000e-01
-8.050000000000000000e+01,-1.126999969482421875e+02,8.680000305175781250e+01,5.000000000000000000e-01
-7.919999694824218750e+01,-1.153999938964843750e+02,8.760000610351562500e+01,3.000000119209289551e-01
-8.000000000000000000e+01,-1.171999969482421875e+02,8.760000610351562500e+01,5.000000000000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.750000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.500000000000000000e+01,1.500000000000000000e+00,-6.999998092651367188e-01,1.000000000000000000e+00
1.069999694824218750e+01,4.800000190734863281e+00,-3.000001907348632812e-01,1.000000000000000000e+00
8.300003051757812500e+00,9.500000000000000000e+00,1.500000000000000000e+00,1.299999952316284180e+00
6.300003051757812500e+00,1.400000000000000000e+01,3.700000047683715820e+00,3.000000119209289551e-01
3.000000000000000000e+00,1.620000076293945312e+01,8.500000000000000000e+00,1.000000000000000000e+00
6.999969482421875000e-01,1.750000000000000000e+01,1.330000019073486328e+01,1.299999952316284180e+00
-3.000030517578125000e-01,2.100000000000000000e+01,1.800000000000000000e+01,1.000000000000000000e+00
-5.000000000000000000e-01,2.450000000000000000e+01,2.170000076293945312e+01,1.500000000000000000e+00
-5.000000000000000000e-01,2.850000000000000000e+01,2.450000000000000000e+01,1.500000000000000000e+00
-1.300003051757812500e+00,3.200000000000000000e+01,3.529999923706054688e+01,1.299999952316284180e+00
-4.000000000000000000e+00,3.550000000000000000e+01,4.229999923706054688e+01,5.000000000000000000e-01
-7.699996948242187500e+00,3.950000000000000000e+01,5.400000000000000000e+01,5.000000000000000000e-01
-8.699996948242187500e+00,4.050000000000000000e+01,5.600000000000000000e+01,1.000000000000000000e+00
-9.500000000000000000e+00,4.200000000000000000e+01,6.270000076293945312e+01,1.500000000000000000e+00
-9.500000000000000000e+00,4.400000000000000000e+01,6.669999694824218750e+01,1.500000000000000000e+00
-1.069999694824218750e+01,4.550000000000000000e+01,6.930000305175781250e+01,1.000000000000000000e+00
-1.150000000000000000e+01,4.650000000000000000e+01,7.200000000000000000e+01,1.500000000000000000e+00
-1.100000000000000000e+01,4.879999923706054688e+01,7.330000305175781250e+01,1.299999952316284180e+00
-1.030000305175781250e+01,4.879999923706054688e+01,7.730000305175781250e+01,1.000000000000000000e+00
-1.000000000000000000e+01,4.920000076293945312e+01,8.130000305175781250e+01,1.000000000000000000e+00
-1.050000000000000000e+01,4.950000000000000000e+01,8.330000305175781250e+01,1.000000000000000000e+00
-1.269999694824218750e+01,4.920000076293945312e+01,8.769999694824218750e+01,5.000000000000000000e-01
-1.300000000000000000e+01,4.979999923706054688e+01,9.330000305175781250e+01,5.000000000000000000e-01
-1.350000000000000000e+01,4.920000076293945312e+01,9.900000000000000000e+01,1.000000000000000000e+00
-1.350000000000000000e+01,5.020000076293945312e+01,1.045000000000000000e+02,1.000000000000000000e+00
-1.430000305175781250e+01,5.150000000000000000e+01,1.080000000000000000e+02,5.000000000000000000e-01
-1.450000000000000000e+01,5.220000076293945312e+01,1.115000000000000000e+02,1.500000000000000000e+00
-1.650000000000000000e+01,5.179999923706054688e+01,1.156999969482421875e+02,1.000000000000000000e+00
-1.269999694824218750e+01,4.920000076293945312e+01,1.176999969482421875e+02,1.000000000000000000e+00
-1.200000000000000000e+01,5.179999923706054688e+01,1.220000000000000000e+02,2.000000000000000000e+00
-1.230000305175781250e+01,5.300000000000000000e+01,1.240000000000000000e+02,1.000000000000000000e+00
-1.269999694824218750e+01,5.300000000000000000e+01,1.290000000000000000e+02,1.500000000000000000e+00
-1.369999694824218750e+01,5.319999694824218750e+01,1.356999969482421875e+02,5.000000000000000000e-01
-1.350000000000000000e+01,5.519999694824218750e+01,1.400000000000000000e+02,2.000000000000000000e+00
-1.430000305175781250e+01,5.650000000000000000e+01,1.426999969482421875e+02,5.000000000000000000e-01
-1.469999694824218750e+01,5.819999694824218750e+01,1.466999969482421875e+02,1.000000000000000000e+00
-1.430000305175781250e+01,5.900000000000000000e+01,1.510000000000000000e+02,1.000000000000000000e+00
-1.530000305175781250e+01,6.150000000000000000e+01,1.546999969482421875e+02,2.000000000000000000e+00
-1.569999694824218750e+01,6.180000305175781250e+01,1.576999969482421875e+02,2.000000000000000000e+00
-1.450000000000000000e+01,6.350000000000000000e+01,1.635000000000000000e+02,5.000000000000000000e-01
-1.569999694824218750e+01,6.480000305175781250e+01,1.693000030517578125e+02,1.000000000000000000e+00
-1.730000305175781250e+01,6.580000305175781250e+01,1.725000000000000000e+02,1.500000000000000000e+00
-1.769999694824218750e+01,6.550000000000000000e+01,1.763000030517578125e+02,5.000000000000000000e-01
-1.730000305175781250e+01,6.280000305175781250e+01,1.783000030517578125e+02,5.000000000000000000e-01
-1.569999694824218750e+01,6.500000000000000000e+01,1.856999969482421875e+02,3.000000119209289551e-01
-1.650000000000000000e+01,6.950000000000000000e+01,1.905000000000000000e+02,5.000000000000000000e-01
-1.750000000000000000e+01,7.119999694824218750e+01,1.935000000000000000e+02,5.000000000000000000e-01
-1.969999694824218750e+01,7.119999694824218750e+01,1.963000030517578125e+02,1.000000000000000000e+00
-2.200000000000000000e+01,7.150000000000000000e+01,2.003000030517578125e+02,5.000000000000000000e-01
-2.330000305175781250e+01,7.050000000000000000e+01,2.046999969482421875e+02,1.000000000000000000e+00
-2.150000000000000000e+01,7.380000305175781250e+01,2.085000000000000000e+02,5.000000000000000000e-01
-2.100000000000000000e+01,7.500000000000000000e+01,2.105000000000000000e+02,5.000000000000000000e-01
-2.150000000000000000e+01,7.700000000000000000e+01,2.126999969482421875e+02,1.500000000000000000e+00
-2.300000000000000000e+01,7.780000305175781250e+01,2.140000000000000000e+02,3.000000119209289551e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.750000381469726562e+01,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00
1.810000228881835938e+01,1.000000000000000000e+00,1.500000000000000000e+00,4.000000000000000000e+00
1.730000305175781250e+01,5.000000000000000000e+00,4.199999809265136719e+00,2.500000000000000000e+00
1.730000305175781250e+01,7.299999237060546875e+00,7.199999809265136719e+00,2.500000000000000000e+00
1.830000305175781250e+01,1.129999923706054688e+01,1.250000000000000000e+01,3.500000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.830000305175781250e+01,1.129999923706054688e+01,1.250000000000000000e+01,3.500000000000000000e+00
1.610000610351562500e+01,1.200000000000000000e+01,1.280000019073486328e+01,5.000000000000000000e-01
1.480000305175781250e+01,1.450000000000000000e+01,1.550000000000000000e+01,1.000000000000000000e+00
1.150000000000000000e+01,1.729999923706054688e+01,2.020000076293945312e+01,1.500000000000000000e+00
8.500000000000000000e+00,2.000000000000000000e+01,2.279999923706054688e+01,1.299999952316284180e+00
7.300003051757812500e+00,2.329999923706054688e+01,2.400000000000000000e+01,1.500000000000000000e+00
4.800003051757812500e+00,2.500000000000000000e+01,2.700000000000000000e+01,1.000000000000000000e+00
5.000000000000000000e-01,2.650000000000000000e+01,3.020000076293945312e+01,5.000000000000000000e-01
-3.699996948242187500e+00,2.750000000000000000e+01,3.279999923706054688e+01,5.000000000000000000e-01
-7.500000000000000000e+00,2.770000076293945312e+01,3.420000076293945312e+01,1.000000000000000000e+00
-9.699996948242187500e+00,2.870000076293945312e+01,3.650000000000000000e+01,1.000000000000000000e+00
-1.169999694824218750e+01,2.970000076293945312e+01,4.320000076293945312e+01,1.500000000000000000e+00
-1.369999694824218750e+01,3.150000000000000000e+01,4.850000000000000000e+01,1.000000000000000000e+00
-1.450000000000000000e+01,3.500000000000000000e+01,5.450000000000000000e+01,1.000000000000000000e+00
-1.519999694824218750e+01,3.750000000000000000e+01,5.920000076293945312e+01,1.500000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.830000305175781250e+01,1.129999923706054688e+01,1.250000000000000000e+01,3.500000000000000000e+00
1.880000305175781250e+01,1.250000000000000000e+01,1.280000019073486328e+01,4.000000000000000000e+00
1.910000228881835938e+01,1.450000000000000000e+01,1.380000019073486328e+01,4.500000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.910000228881835938e+01,1.450000000000000000e+01,1.380000019073486328e+01,4.500000000000000000e+00
1.750000381469726562e+01,1.529999923706054688e+01,1.380000019073486328e+01,1.000000000000000000e+00
1.630000305175781250e+01,1.929999923706054688e+01,1.519999980926513672e+01,5.000000000000000000e-01
1.410000610351562500e+01,2.270000076293945312e+01,1.900000000000000000e+01,2.500000000000000000e+00
1.250000000000000000e+01,2.450000000000000000e+01,2.000000000000000000e+01,2.700000047683715820e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e+01,2.450000000000000000e+01,2.000000000000000000e+01,2.700000047683715820e+00
1.210000610351562500e+01,2.450000000000000000e+01,2.020000076293945312e+01,1.500000000000000000e+00
8.800003051757812500e+00,2.500000000000000000e+01,2.079999923706054688e+01,5.000000000000000000e-01
4.300003051757812500e+00,2.500000000000000000e+01,2.350000000000000000e+01,5.000000000000000000e-01
3.000030517578125000e-01,2.570000076293945312e+01,2.400000000000000000e+01,1.500000000000000000e+00
-3.199996948242187500e+00,2.750000000000000000e+01,2.400000000000000000e+01,1.000000000000000000e+00
-7.699996948242187500e+00,3.029999923706054688e+01,2.420000076293945312e+01,1.299999952316284180e+00
-1.119999694824218750e+01,3.450000000000000000e+01,2.520000076293945312e+01,1.000000000000000000e+00
-1.419999694824218750e+01,3.670000076293945312e+01,2.600000000000000000e+01,1.299999952316284180e+00
-1.669999694824218750e+01,4.100000000000000000e+01,2.620000076293945312e+01,1.000000000000000000e+00
-1.950000000000000000e+01,4.550000000000000000e+01,2.750000000000000000e+01,2.000000000000000000e+00
-2.269999694824218750e+01,5.069999694824218750e+01,2.820000076293945312e+01,5.000000000000000000e-01
-2.469999694824218750e+01,5.450000000000000000e+01,2.920000076293945312e+01,5.000000000000000000e-01
-2.850000000000000000e+01,5.900000000000000000e+01,3.150000000000000000e+01,1.299999952316284180e+00
-3.119999694824218750e+01,6.450000000000000000e+01,3.220000076293945312e+01,1.700000047683715820e+00
-3.489999389648437500e+01,6.950000000000000000e+01,3.400000000000000000e+01,1.299999952316284180e+00
-3.789999389648437500e+01,7.400000000000000000e+01,3.450000000000000000e+01,1.000000000000000000e+00
-4.289999389648437500e+01,7.830000305175781250e+01,3.600000000000000000e+01,1.000000000000000000e+00
-4.519999694824218750e+01,8.230000305175781250e+01,3.800000000000000000e+01,5.000000000000000000e-01
-5.019999694824218750e+01,8.600000000000000000e+01,4.200000000000000000e+01,5.000000000000000000e-01
-5.469999694824218750e+01,9.200000000000000000e+01,4.520000076293945312e+01,5.000000000000000000e-01
-5.850000000000000000e+01,9.669999694824218750e+01,4.850000000000000000e+01,1.000000000000000000e+00
-6.150000000000000000e+01,1.010000000000000000e+02,5.000000000000000000e+01,1.299999952316284180e+00
-6.489999389648437500e+01,1.050000000000000000e+02,5.050000000000000000e+01,5.000000000000000000e-01
-7.019999694824218750e+01,1.080000000000000000e+02,5.320000076293945312e+01,1.000000000000000000e+00
-7.569999694824218750e+01,1.090000000000000000e+02,5.500000000000000000e+01,5.000000000000000000e-01
-7.789999389648437500e+01,1.100000000000000000e+02,5.720000076293945312e+01,3.000000119209289551e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e+01,2.450000000000000000e+01,2.000000000000000000e+01,2.700000047683715820e+00
1.280000305175781250e+01,2.500000000000000000e+01,2.120000076293945312e+01,1.700000047683715820e+00
1.030000305175781250e+01,2.829999923706054688e+01,2.320000076293945312e+01,5.000000000000000000e-01
6.500000000000000000e+00,3.270000076293945312e+01,2.579999923706054688e+01,1.000000000000000000e+00
4.500000000000000000e+00,3.800000000000000000e+01,2.920000076293945312e+01,1.299999952316284180e+00
1.300003051757812500e+00,4.270000076293945312e+01,3.300000000000000000e+01,1.500000000000000000e+00
-1.999969482421875000e-01,4.800000000000000000e+01,3.720000076293945312e+01,1.500000000000000000e+00
-1.699996948242187500e+00,5.200000000000000000e+01,3.900000000000000000e+01,1.500000000000000000e+00
-3.199996948242187500e+00,5.700000000000000000e+01,4.050000000000000000e+01,5.000000000000000000e-01
-5.899993896484375000e+00,6.230000305175781250e+01,4.320000076293945312e+01,2.000000000000000000e+00
